file,sweep,set,factor,value,n_prc,n_tsk,n_frq,u_mand_factor,u_opt_factor,rho,xi,U_M,U_O,B,H,J,e_mand_fmax,e_full_fmax,e_mand_min,feasible,donate_ok,seed,redraws,model,status,model_feasible,utility,energy,util_per_energy,runtime,gap,error
u_mand_factor\set06\u_mand_factor_0.4.py,u_mand_factor,6,u_mand_factor,0.4,2,8,5,0.4,0.5,0.7,0.6,0.8,0.6,90.160003,80,31,73.600005,128.800005,34.293335,1,1,1006,0,ilp_v4,optimal,1,224.392971,85.9986,2.609263,0.1879,3e-05,
u_mand_factor\set06\u_mand_factor_0.5.py,u_mand_factor,6,u_mand_factor,0.5,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599995,80,31,91.999998,137.999993,42.866666,1,1,1006,0,ilp_v4,optimal,1,160.482699,96.30803,1.666348,0.608,0.0,
u_mand_factor\set06\u_mand_factor_0.6.py,u_mand_factor,6,u_mand_factor,0.6,2,8,5,0.6,0.5,0.7,0.6,1.2,0.4,103.040011,80,31,110.400007,147.200016,51.440003,1,1,1006,0,ilp_v4,optimal,1,117.294294,103.039917,1.138338,1.2251,7.8e-05,
u_mand_factor\set06\u_mand_factor_0.7.py,u_mand_factor,6,u_mand_factor,0.7,2,8,5,0.7,0.5,0.7,0.6,1.4,0.3,109.479992,80,31,128.799995,156.399988,60.013331,1,1,1006,0,ilp_v4,optimal,1,57.11261,109.478183,0.52168,1.2828,0.0,
u_mand_factor\set06\u_mand_factor_0.8.py,u_mand_factor,6,u_mand_factor,0.8,2,8,5,0.8,0.5,0.7,0.6,1.6,0.2,115.920002,80,31,147.2,165.600002,68.586667,1,1,1006,0,ilp_v4,infeasible,0,,,,0.1136,,
u_mand_factor\set06\u_mand_factor_0.9.py,u_mand_factor,6,u_mand_factor,0.9,2,8,5,0.9,0.5,0.7,0.6,1.8,0.1,122.359997,80,31,165.600005,174.799995,77.160002,1,1,1006,0,ilp_v4,infeasible,0,,,,0.1134,,
u_mand_factor\set07\u_mand_factor_0.1.py,u_mand_factor,7,u_mand_factor,0.1,2,8,5,0.1,0.5,0.7,0.6,0.2,0.9,70.840007,80,35,18.399995,101.20001,8.559998,1,0,1007,0,ilp_v4,optimal,1,216.776503,70.581954,3.071274,0.3708,0.0,
u_mand_factor\set07\u_mand_factor_0.2.py,u_mand_factor,7,u_mand_factor,0.2,2,8,5,0.2,0.5,0.7,0.6,0.4,0.8,77.280008,80,35,36.800007,110.400011,17.120003,1,0,1007,0,ilp_v4,optimal,1,163.589776,76.942559,2.126129,0.3925,0.0,
u_mand_factor\set07\u_mand_factor_0.3.py,u_mand_factor,7,u_mand_factor,0.3,2,8,5,0.3,0.5,0.7,0.6,0.6,0.7,83.719991,80,35,55.199994,119.599987,25.679997,1,1,1007,0,ilp_v4,optimal,1,144.849082,80.312273,1.803573,0.3702,0.0,
u_mand_factor\set07\u_mand_factor_0.4.py,u_mand_factor,7,u_mand_factor,0.4,2,8,5,0.4,0.5,0.7,0.6,0.8,0.6,90.159998,80,35,73.599999,128.799998,34.239999,1,1,1007,0,ilp_v4,optimal,1,128.451291,89.744384,1.431302,0.5177,0.0,
u_mand_factor\set07\u_mand_factor_0.5.py,u_mand_factor,7,u_mand_factor,0.5,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.6,80,35,91.999999,138.0,42.799999,1,1,1007,0,ilp_v4,optimal,1,105.956808,96.59382,1.096932,1.4657,8.7e-05,
u_mand_factor\set07\u_mand_factor_0.6.py,u_mand_factor,7,u_mand_factor,0.6,2,8,5,0.6,0.5,0.7,0.6,1.2,0.4,103.039999,80,35,110.400006,147.199999,51.360003,1,1,1007,0,ilp_v4,optimal,1,80.915414,103.000315,0.785584,1.4099,0.0,
u_mand_factor\set07\u_mand_factor_0.7.py,u_mand_factor,7,u_mand_factor,0.7,2,8,5,0.7,0.5,0.7,0.6,1.4,0.3,109.479994,80,35,128.800001,156.399992,59.920001,1,1,1007,0,ilp_v4,optimal,1,55.047479,109.479959,0.502809,4.7932,0.0,
u_mand_factor\set07\u_mand_factor_0.8.py,u_mand_factor,7,u_mand_factor,0.8,2,8,5,0.8,0.5,0.7,0.6,1.6,0.2,115.920008,80,35,147.200001,165.600011,68.480001,1,1,1007,0,ilp_v4,optimal,1,15.702894,115.919136,0.135464,7.0042,0.0,
