file,sweep,set,factor,value,n_prc,n_tsk,n_frq,u_mand_factor,u_opt_factor,rho,xi,U_M,U_O,B,H,J,e_mand_fmax,e_full_fmax,e_mand_min,feasible,donate_ok,seed,redraws,model,status,model_feasible,utility,energy,util_per_energy,runtime,gap,error
u_opt_factor\set03\u_opt_factor_0.4.py,u_opt_factor,3,u_opt_factor,0.4,2,5,5,0.5,0.4,0.7,0.6,1.0,0.4,45.08,40,10,46.0,64.4,21.433333,1,1,1003,0,ilp_v2,optimal,1,47.833912,44.784449,1.068092,0.016,0.0,
u_opt_factor\set03\u_opt_factor_0.4.py,u_opt_factor,3,u_opt_factor,0.4,2,5,5,0.5,0.4,0.7,0.6,1.0,0.4,45.08,40,10,46.0,64.4,21.433333,1,1,1003,0,heuristic_v5b,solved,1,47.833912,41.690738,1.147351,0.0026,,
u_opt_factor\set03\u_opt_factor_0.6.py,u_opt_factor,3,u_opt_factor,0.6,2,5,5,0.5,0.6,0.7,0.6,1.0,0.6,51.520002,40,10,46.0,73.600002,21.433333,1,1,1003,0,ilp_v1,optimal,1,60.246507,49.588124,1.214938,0.0646,0.0,
u_opt_factor\set03\u_opt_factor_0.6.py,u_opt_factor,3,u_opt_factor,0.6,2,5,5,0.5,0.6,0.7,0.6,1.0,0.6,51.520002,40,10,46.0,73.600002,21.433333,1,1,1003,0,ilp_v2,optimal,1,59.030276,50.096999,1.17832,0.0588,0.0,
u_opt_factor\set03\u_opt_factor_0.6.py,u_opt_factor,3,u_opt_factor,0.6,2,5,5,0.5,0.6,0.7,0.6,1.0,0.6,51.520002,40,10,46.0,73.600002,21.433333,1,1,1003,0,heuristic_v5b,solved,1,57.657831,51.428193,1.121133,0.0038,,
u_opt_factor\set03\u_opt_factor_0.8.py,u_opt_factor,3,u_opt_factor,0.8,2,5,5,0.5,0.8,0.7,0.6,1.0,0.8,57.96,40,10,46.0,82.8,21.433333,1,1,1003,0,ilp_v1,optimal,1,71.711695,57.935691,1.237781,0.0776,0.0,
u_opt_factor\set03\u_opt_factor_0.8.py,u_opt_factor,3,u_opt_factor,0.8,2,5,5,0.5,0.8,0.7,0.6,1.0,0.8,57.96,40,10,46.0,82.8,21.433333,1,1,1003,0,ilp_v2,optimal,1,66.000533,57.877753,1.140344,0.3616,0.0,
u_opt_factor\set03\u_opt_factor_0.8.py,u_opt_factor,3,u_opt_factor,0.8,2,5,5,0.5,0.8,0.7,0.6,1.0,0.8,57.96,40,10,46.0,82.8,21.433333,1,1,1003,0,heuristic_v5b,solved,1,63.117131,57.948266,1.089198,0.0053,,
u_opt_factor\set04\u_opt_factor_0.2.py,u_opt_factor,4,u_opt_factor,0.2,2,5,5,0.5,0.2,0.7,0.6,1.0,0.2,38.640002,40,13,46.000002,55.200003,22.042858,1,1,1004,0,ilp_v1,optimal,1,26.02966,38.448255,0.677005,0.049,0.0,
u_opt_factor\set04\u_opt_factor_0.2.py,u_opt_factor,4,u_opt_factor,0.2,2,5,5,0.5,0.2,0.7,0.6,1.0,0.2,38.640002,40,13,46.000002,55.200003,22.042858,1,1,1004,0,ilp_v2,optimal,1,26.02966,38.633982,0.67375,0.0265,0.0,
