file,sweep,set,factor,value,n_prc,n_tsk,n_frq,u_mand_factor,u_opt_factor,rho,xi,U_M,U_O,B,H,J,e_mand_fmax,e_full_fmax,e_mand_min,feasible,donate_ok,seed,redraws,model,status,model_feasible,utility,energy,util_per_energy,runtime,gap,error,runtime_best,runtime_worst,repeats,censored,nondeterministic
n_tsk\set02\n_tsk_5.py,n_tsk,2,n_tsk,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,11,46.000001,69.000001,21.400001,1,1,1002,0,ilp_v4,optimal,1,69.490474,47.197065,1.472347,0.033761,0.0,,0.033761,0.054971,3,0,0
n_tsk\set02\n_tsk_5.py,n_tsk,2,n_tsk,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,11,46.000001,69.000001,21.400001,1,1,1002,0,greedy_sps_baseline,solved,1,8.500133,48.282551,0.17605,0.000706,,,0.000706,0.000827,3,0,0
n_tsk\set03\n_tsk_3.py,n_tsk,3,n_tsk,3,2,3,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,7,45.999998,69.000001,21.433332,1,1,1003,0,ilp_v2,optimal,1,37.474446,48.205482,0.77739,0.006716,0.0,,0.006716,0.008449,3,0,0
n_tsk\set03\n_tsk_3.py,n_tsk,3,n_tsk,3,2,3,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,7,45.999998,69.000001,21.433332,1,1,1003,0,ilp_v3,optimal,1,37.474446,48.114909,0.778853,0.007895,0.0,,0.007895,0.009115,3,0,0
n_tsk\set03\n_tsk_3.py,n_tsk,3,n_tsk,3,2,3,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,7,45.999998,69.000001,21.433332,1,1,1003,0,ilp_v4,optimal,1,38.302336,45.435914,0.842997,0.018368,0.0,,0.018368,0.01949,3,0,0
n_tsk\set03\n_tsk_3.py,n_tsk,3,n_tsk,3,2,3,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,7,45.999998,69.000001,21.433332,1,1,1003,0,greedy_sps_baseline,solved,1,9.152161,48.290777,0.189522,0.000758,,,0.000758,0.00091,3,0,0
n_tsk\set03\n_tsk_4.py,n_tsk,3,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,8,45.999999,68.999999,21.433333,1,1,1003,0,ilp_v2,optimal,1,45.265478,48.058773,0.941878,0.031197,0.0,,0.031197,0.032818,3,0,0
n_tsk\set03\n_tsk_4.py,n_tsk,3,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,8,45.999999,68.999999,21.433333,1,1,1003,0,ilp_v3,optimal,1,44.842028,47.593311,0.942192,0.012885,0.0,,0.012885,0.016062,3,0,0
n_tsk\set03\n_tsk_4.py,n_tsk,3,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,8,45.999999,68.999999,21.433333,1,1,1003,0,ilp_v4,optimal,1,45.265478,48.058773,0.941878,0.040771,0.0,,0.040771,0.044721,3,0,0
n_tsk\set03\n_tsk_4.py,n_tsk,3,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,8,45.999999,68.999999,21.433333,1,1,1003,0,greedy_sps_baseline,solved,1,7.603281,48.16801,0.157849,0.001166,,,0.001166,0.001266,3,0,0
n_tsk\set03\n_tsk_5.py,n_tsk,3,n_tsk,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1003,0,ilp_v2,optimal,1,65.652181,48.288722,1.359576,0.019908,0.0,,0.019908,0.022598,3,0,0
n_tsk\set03\n_tsk_5.py,n_tsk,3,n_tsk,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1003,0,ilp_v3,optimal,1,62.894954,48.298718,1.302208,0.062818,0.0,,0.062818,0.063809,3,0,0
n_tsk\set03\n_tsk_5.py,n_tsk,3,n_tsk,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1003,0,ilp_v4,optimal,1,65.814743,48.274164,1.363353,0.056486,0.0,,0.056486,0.091093,3,0,0
n_tsk\set03\n_tsk_5.py,n_tsk,3,n_tsk,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1003,0,greedy_sps_baseline,solved,1,3.970118,48.2699,0.082248,0.001931,,,0.001931,0.002118,3,0,0
n_tsk\set04\n_tsk_3.py,n_tsk,4,n_tsk,3,2,3,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300004,40,7,46.000002,69.000006,22.042858,1,1,1004,0,ilp_v2,optimal,1,29.903551,48.16639,0.620839,0.00695,0.0,,0.00695,0.007933,3,0,0
n_tsk\set04\n_tsk_3.py,n_tsk,4,n_tsk,3,2,3,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300004,40,7,46.000002,69.000006,22.042858,1,1,1004,0,ilp_v3,optimal,1,29.903551,48.16639,0.620839,0.009147,0.0,,0.009147,0.009702,3,0,0
n_tsk\set04\n_tsk_3.py,n_tsk,4,n_tsk,3,2,3,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300004,40,7,46.000002,69.000006,22.042858,1,1,1004,0,ilp_v4,optimal,1,35.844335,48.281674,0.7424,0.020715,0.0,,0.020715,0.03038,3,0,0
n_tsk\set04\n_tsk_3.py,n_tsk,4,n_tsk,3,2,3,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300004,40,7,46.000002,69.000006,22.042858,1,1,1004,0,greedy_sps_baseline,solved,1,7.605999,48.064703,0.158245,0.000573,,,0.000573,0.000659,3,0,0
n_tsk\set04\n_tsk_4.py,n_tsk,4,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,11,46.000001,69.000002,22.042858,1,1,1004,0,ilp_v2,optimal,1,53.145724,48.299137,1.100345,0.007368,0.0,,0.007368,0.010462,3,0,0
n_tsk\set04\n_tsk_4.py,n_tsk,4,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,11,46.000001,69.000002,22.042858,1,1,1004,0,ilp_v3,optimal,1,53.145724,48.202959,1.102541,0.012195,0.0,,0.012195,0.01305,3,0,0
n_tsk\set04\n_tsk_4.py,n_tsk,4,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,11,46.000001,69.000002,22.042858,1,1,1004,0,ilp_v4,optimal,1,53.556161,45.43759,1.178675,0.044406,0.0,,0.044406,0.047953,3,0,0
n_tsk\set04\n_tsk_4.py,n_tsk,4,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,11,46.000001,69.000002,22.042858,1,1,1004,0,greedy_sps_baseline,solved,1,7.285219,48.284257,0.150882,0.000776,,,0.000776,0.000927,3,0,0
n_tsk\set04\n_tsk_5.py,n_tsk,4,n_tsk,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,13,46.000002,69.0,22.042858,1,1,1004,0,ilp_v2,optimal,1,54.907754,48.120775,1.141041,0.028557,3.6e-05,,0.028557,0.031966,3,0,0
